tax_delinquency,cartodb_id,tract_10,sba_name,ccd_name,cd_name,boro_name,city_name,bbl,ser_violation,assessed_value,owner_name,res_units,year_built,buildings,standard_address
,3848955,36061014802,Upper East Side,City Council District 4,MN 08 - Upper East Side,Manhattan,New York City,1015157504,,4660581,,6,2008,1,1055 Park Avenue
,3849061,36061014601,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015487502,,14650204,,58,2008,1,305 East 85 Street
,3849215,36061014000,Upper East Side,City Council District 4,MN 08 - Upper East Side,Manhattan,New York City,1015127501,,3348054,,7,2006,1,985 Park Avenue
,3849234,36061016600,East Harlem,City Council District 8,MN 11 - East Harlem,Manhattan,New York City,1016297502,,2872348,SPIRGO LLC,40,2007,1,1595 Lexington Avenue
,3849240,36061017000,East Harlem,City Council District 8,MN 11 - East Harlem,Manhattan,New York City,1016550013,,214559,HP 360 PRESERVATION H,8,1900,1,229 East 105 Street
,3849244,36061016600,East Harlem,City Council District 8,MN 11 - East Harlem,Manhattan,New York City,1016320042,,820350,EAST 115TH STREET MAN,28,1910,1,170 East 105 Street
,3849250,36061017200,East Harlem,City Council District 8,MN 11 - East Harlem,Manhattan,New York City,1016380048,,36199,BORINQUEN RESTORATION,8,1910,1,162 East 111 Street
,3849256,36061017200,East Harlem,City Council District 8,MN 11 - East Harlem,Manhattan,New York City,1016360047,,337950,GREENE PACKAGE REALTY,20,1910,2,162 East 109 Street
,3849263,36061017401,East Harlem,City Council District 8,MN 11 - East Harlem,Manhattan,New York City,1016130023,,13368150,NYC HOUSING AUTHORITY,272,1963,3,1595 Madison Avenue
,3849274,36061016600,East Harlem,City Council District 8,MN 11 - East Harlem,Manhattan,New York City,1016290064,1,229897,SAN JUAN ASSOCIATES L,9,1910,1,116 East 102 Street
1,3849286,36061017000,East Harlem,City Council District 8,MN 11 - East Harlem,Manhattan,New York City,1016550014,,215917,HP 360 PRESERVATION H,8,1900,1,231 East 105 Street
,3849290,36061017401,East Harlem,City Council District 9,MN 11 - East Harlem,Manhattan,New York City,1016140062,,383202,NEW FRONTIERS 2 HOPE,9,1920,1,18 East 109 Street
,3849296,36061016600,East Harlem,City Council District 5,MN 11 - East Harlem,Manhattan,New York City,1016270037,,709200,1794 THIRD AVENUE ASS,14,2002,1,1794 3 Avenue
,3849305,36061016800,East Harlem,City Council District 8,MN 11 - East Harlem,Manhattan,New York City,1016100013,1,622350,SAN FRANCISCO ASSOIAT,66,1920,1,29 East 104 Street
,3849309,36061015802,East Harlem,City Council District 5,MN 11 - East Harlem,Manhattan,New York City,1016250020,,344172,"W.G. & ASSOCIATES,",8,1920,1,1509 Lexington Avenue
,3849313,36061016600,East Harlem,City Council District 8,MN 11 - East Harlem,Manhattan,New York City,1016280004,1,283500,SFDS DEVELOPMENT CORP,16,1910,1,1325 Park Avenue
,3849314,36061017200,East Harlem,City Council District 8,MN 11 - East Harlem,Manhattan,New York City,1016330020,,3148200,CARNEGIE HILL NORTH L,37,2008,1,1677 Lexington Avenue
,3849342,36061013600,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015780010,1,924750,515 EAST 81ST LLC,20,1910,1,515 East 81 Street
,3849374,36061013600,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015800016,,1087650,"AMO ASSOCIATES,",16,1910,1,525 East 83 Street
,3849392,36061013600,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015800015,,1151550,AMO ASSOCIATES LLC,16,1910,1,523 East 83 Street
,3849441,36061014602,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015490014,,958500,A BETTER PLACE HOUSIN,28,1920,1,331 East 86 Street
,3849451,36061013600,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015630004,,38712600,1616 FIRST COMPANY,180,1994,2,1608 1 Avenue
1,3849499,36061014401,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015650001,,13045050,TRI-FAITH HOUSING CP,147,1968,1,1646 1 Avenue
,3849540,36061015200,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015730001,,23659200,NYC HOUSING AUTHORITY,636,1964,4,1810 1 Avenue
,3849559,36061015601,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015400029,1,351450,"95TH IH ASSOCIATES,",19,1999,1,1831 2 Avenue
,3849561,36061015200,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015730020,,14403150,NYC HOUSING AUTHORITY,537,1968,2,1780 1 Avenue
,3849599,36061015400,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015380021,,55894500,RUPPERT HOUSING CO,650,1973,3,1767 2 Avenue
,3849600,36061015200,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015710049,,16651800,RIVEREAST APARTMENTS,196,2004,1,408 East 92 Street
,3849666,36061015801,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015217502,,2565642,,7,2008,1,180 East 93 Street
,3849705,36061015400,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015380010,,10088100,CARNEGIE PARK LAND HO,231,,,203 East 92 Street
,3849743,36061015200,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015697503,,13825813,CENTURY TOWER CONDOMI,128,1999,1,400 East 90 Street
,3849802,36061015601,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015580052,,900000,A U REALTY LLC,15,1925,1,1848 2 Avenue
,3849828,36061015400,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015540038,1,408600,NINETY SECOND L.P.,23,2006,1,334 East 92 Street
,3849831,36061015601,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015407502,,4503158,,22,2007,1,212 East 95 Street
,3849869,36061017300,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012020001,,5618700,PHELPS HOUSE HOUSING,169,1983,1,69 West 88 Street
,3849946,36061014602,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015330032,1,4958550,230 E 88 ST CORP,108,1967,1,230 East 88 Street
,3849954,36061015400,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015380001,,7093800,RUPPERT HOUSING CO IN,,1975,1,1645 3 Avenue
,3850009,36061015400,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015390008,,8622900,CARNEGIE PARK PRESERV,96,1986,1,220 East 94 Street
,3850059,36061015601,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015580050,,2101050,1850 SECOND AVENUE SE,49,1988,1,1852 2 Avenue
,3850062,36061015601,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015570025,,16182450,345 EAST 94TH STREETA,208,1998,1,345 East 94 Street
,3850084,36061015400,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015390010,,6019650,YORKVILLE GARDNS HSGE,133,1985,1,225 East 93 Street
,3850132,36061015400,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015397502,,39393341,,277,1986,3,200 East 94 Street
,3850136,36061016900,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012130042,1,1383300,ST. MATTHEWS & ST ETA,72,1905,1,126 West 83 Street
,3850165,36061017700,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012210007,,30662550,NYC HOUSING AUTHORITY,1197,1963,4,109 West 90 Street
,3850170,36061017300,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012200013,,896850,133 WEST 89TH STREET,15,1910,1,133 West 89 Street
,3850188,36061017700,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012240058,,4429800,INDEPENDENCE HOUSE AS,121,1967,1,168 West 94 Street
,3850249,36061025700,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1019457502,,7627950,,48,2003,1,309 West 118 Street
,3850251,36061019702,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1018470021,,3564450,SELK HSG DVLP FD COIN,82,1988,1,2075 Fredrick Douglass Bl
,3850252,36061021800,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1018310009,,179275,241 WEST 115TH HOLDIN,10,1900,1,241 West 115 Street
,3850255,36061021600,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1018287505,,467552,,14,1900,1,2082 Fredrick Douglass Bl
,3850258,36061019702,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1018470053,,499950,2099 8-301 WEST 113 L,16,1900,1,2095 Fredrick Douglass Bl
,3850259,36061021800,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1018310116,,328574,NYC HOUSING DEVELOPME,5,1900,1,225 West 115 Street
,3850262,36061020102,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1018490043,,243000,MORNINGSIDE PRTNR IIL,5,1900,1,360 West 116 Street
,3850264,36061020102,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1018480060,,440899,310-314 W 116 ST CORP,10,1900,1,312 West 116 Street
,3850265,36061019702,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1018460050,,351000,302 WEST 112 LLC,10,1910,1,302 West 112 Street
,3850266,36061025700,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1019480043,,258150,310-312 W 122ND ST HS,10,1901,1,310 West 122 Street
,3850269,36061019702,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1018460043,1,623700,FDB 8TH AVENUE LLC,13,1900,1,2051 Fredrick Douglass Bl
,3850270,36061025700,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1019480046,,317341,ANGELOU ASSOCIATES LP,10,1900,1,518 Manhattan Avenue
,3850274,36061025700,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1019457503,,7023600,,123,2006,1,444 Manhattan Avenue
1,3850276,36061019702,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1018470039,,981900,300 MANHATTAN AVENUE,32,1900,1,302 Manhattan Avenue
,3850281,36061021800,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1018310014,,379800,229 WEST 115TH STREET,20,1900,1,229 West 115 Street
,3850282,36061021800,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1018310056,,1084500,250 WEST OWNERS LLC,32,2005,2,246 West 116 Street
,3850283,36061019300,Morningside Heights/Hamilton Heights,City Council District 7,MN 07 - Upper West Side,Manhattan,New York City,1018430020,1,4522500,CITY OF NEW YORK,81,1900,4,152 Manhattan Avenue
,3850345,36061017100,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012330001,,549250,"520 TOWNHOUSE, LLC",10,1900,1,520 West End Avenue
,3850346,36061017100,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012310039,,376650,TWO HUNDRED SIX ASSOC,18,1900,1,206 West 84 Street
,3850414,36061017300,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012170057,,4454550,CAPITOL HALL PRESERVA,201,1914,1,166 West 87 Street
,3850415,36061017300,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012200029,,26934300,COLUMBUS TOWNHOUSE AS,166,1986,1,602 Columbus Avenue
1,3850440,36061017300,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012200001,,30404700,"LPF SAGAMORE, INC.",265,1997,1,601 Amsterdam Avenue
,3850470,36061017700,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012220040,,3635100,TRINITY HOUSING CO.,,1969,1,110 Columbus Avenue
,3850488,36061021600,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1018287503,,536400,,13,1900,2,2072 8 Avenue
,3850489,36061019702,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1018460054,,336960,306-310 WEST 112 LLC,10,1900,1,310 West 112 Street
,3850490,36061021800,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1019220006,,550800,247-253 WEST 116 LLC,16,1910,4,251 West 116 Street
,3850498,36061019702,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1018470068,,1084500,320 MANHATTAN NYC LIM,59,1920,1,320 Manhattan Avenue
,3850502,36061019702,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1018470050,,539051,305-309 WEST 113 LLC,10,1920,1,307 West 113 Street
,3850503,36061019702,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1018460060,1,1111050,"280 MANHATTAN AVENUE,",16,1900,1,280 Manhattan Avenue
1,3850505,36061020901,Morningside Heights/Hamilton Heights,City Council District 9,MN 09 - Morningside Heights/Hamilton,Manhattan,New York City,1019500057,,1071450,HANCOCK PLACE APARTME,53,2006,1,350 West 124 Street
,3850508,36061021600,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1018210046,1,1102950,17-25 ST NICHOLAS LLC,39,1915,1,19 St Nicholas Avenue
,3850510,36061019300,Morningside Heights/Hamilton Heights,City Council District 7,MN 07 - Upper West Side,Manhattan,New York City,1018430026,1,425250,1695 LEX LLC,12,1940,1,9 West 107 Street
1,3850511,36061019300,Morningside Heights/Hamilton Heights,City Council District 7,MN 07 - Upper West Side,Manhattan,New York City,1018440055,,1023750,MANDELA HOUSING DEVEL,30,1902,3,60 West 109 Street
,3850512,36061019300,Morningside Heights/Hamilton Heights,City Council District 7,MN 07 - Upper West Side,Manhattan,New York City,1018420042,1,2959200,WEST 107TH STREET ASS,89,1910,2,14 West 107 Street
,3850517,36061021800,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1018240003,,2239200,1885-93 7TH AVE HDFC,32,1900,2,1885 Adam C Powell Blvd
,3850520,36061021600,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1018200058,,765450,150 WEST 111TH STREET,18,2006,1,150 West 111 Street
,3850522,36061025700,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1019480018,,299819,"ABJ CHOSEN, LLC",10,1901,1,508 Manhattan Avenue
,3850559,36061017300,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012200012,,925200,135 WEST 89TH STREET,15,1910,1,135 West 89 Street
,3850570,36061017100,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012310030,,1021050,BRIDGE REVITALIZATION,17,1920,1,482 Amsterdam Avenue
,3850572,36061017700,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012210038,,5263200,NYC HOUSING AUTHORITY,87,1993,1,102 West 91 Street
,3850581,36061017300,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012190001,,12304350,NYC HOUSING AUTHORITY,158,1965,2,581 Amsterdam Avenue
,3850658,36061018500,Upper West Side,City Council District 7,MN 07 - Upper West Side,Manhattan,New York City,1018337505,,11667600,,56,2007,1,775 Columbus Avenue
,3850668,36061018900,Upper West Side,City Council District 7,MN 07 - Upper West Side,Manhattan,New York City,1018400037,1,869400,4-6 WEST 105 ST HSING,35,1900,1,4 West 105 Street
,3850669,36061018700,Upper West Side,City Council District 7,MN 07 - Upper West Side,Manhattan,New York City,1018720043,,16323750,JEMROCK REALTY COMPAN,167,1926,1,2644 Broadway
,3850680,36061018900,Upper West Side,City Council District 7,MN 07 - Upper West Side,Manhattan,New York City,1018360001,,24987150,NYC HOUSING AUTHORITY,896,1940,8,825 Columbus Avenue
,3850724,36061017300,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012030117,,376864,39 W. 89 REALTY LLC,6,1900,1,39 West 89 Street
,3850819,36061018300,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012430139,,3908256,"CATALPA DEVELOPMENT,",8,2009,1,210 West 96 Street
,3850829,36061018700,Upper West Side,City Council District 7,MN 07 - Upper West Side,Manhattan,New York City,1018700045,1,2424600,AUDUBON HOUSING DEVEL,137,1925,1,2612 Broadway
,3850860,36061018300,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012420010,1,6090750,BROADWAY DEVELOPMENT,60,2001,1,2521 Broadway
,3850872,36061018300,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1018870048,1,2229300,305 WEST 97TH ST ASOC,108,1917,1,305 West 97 Street
,3850900,36061018500,Upper West Side,City Council District 7,MN 07 - Upper West Side,Manhattan,New York City,1018337507,,16411951,,63,2007,1,805 Columbus Avenue
,3850908,36061018900,Upper West Side,City Council District 7,MN 07 - Upper West Side,Manhattan,New York City,1018380039,1,445050,PARK VALLEY ASSOCS.L.,15,1910,1,8 West 103 Street
,3850923,36061018900,Upper West Side,City Council District 7,MN 07 - Upper West Side,Manhattan,New York City,1018590030,,419606,PARK SIDE 104 HOUSING,10,1900,1,103 West 104 Street
